word,original_word,foundation,vice_virtue
pledgers,pledgers,loyalty,virtue
koalitioner,coalitions,loyalty,virtue
anlitar,enlists,loyalty,virtue
gruppering,grouping,loyalty,virtue
insiders,insiders,loyalty,virtue
familjer,families,loyalty,virtue
trupp,troupe,loyalty,virtue
gemenskap,fellowship,loyalty,virtue
släkt,kin,loyalty,virtue
pledger,pledger,loyalty,virtue
hord,horde,loyalty,virtue
nationer,nations,loyalty,virtue
stam,tribe,loyalty,virtue
horder,hordes,loyalty,virtue
utfästelser,pledges,loyalty,virtue
herder,herder,loyalty,virtue
kommun,commune,loyalty,virtue
kulter,cults,loyalty,virtue
församlingar,congregations,loyalty,virtue
organisationer,organizations,loyalty,virtue
besättningar,herds,loyalty,virtue
pantsättning,pledging,loyalty,virtue
samhällen,communities,loyalty,virtue
bekant,familiar,loyalty,virtue
faror,hazings,loyalty,virtue
som tillhör,belonging,loyalty,virtue
utlovat,pledged,loyalty,virtue
böjd,bowed,loyalty,virtue
böjd,bowed,loyalty,virtue
kollektivt,collectively,loyalty,virtue
tillsammans,together,loyalty,virtue
grupper,groups,loyalty,virtue
hemländer,homelands,loyalty,virtue
kollektiv,collectives,loyalty,virtue
troopers,troopers,loyalty,virtue
stammar,tribes,loyalty,virtue
företag,companies,loyalty,virtue
länder,countries,loyalty,virtue
trupper,troupes,loyalty,virtue
stipendier,fellowships,loyalty,virtue
stam-,tribal,loyalty,virtue
kommuner,communes,loyalty,virtue
herders,herders,loyalty,virtue
grupperade,grouped,loyalty,virtue
herding,herding,loyalty,virtue
samlas,congregate,loyalty,virtue
herded,herded,loyalty,virtue
samlas,congregating,loyalty,virtue
förrädare,traitor,loyalty,vice
förrädare,traitor,loyalty,vice
illojal,disloyal,loyalty,vice
förräderi,treason,loyalty,vice
förräderi,treason,loyalty,vice
förrädare,traitors,loyalty,vice
förrädare,traitors,loyalty,vice
förråda,betray,loyalty,vice
förråda,betray,loyalty,vice
förråda,betraying,loyalty,vice
förråda,betraying,loyalty,vice
förrädare,betrayer,loyalty,vice
förrädare,betrayer,loyalty,vice
förrådare,betrayers,loyalty,vice
förrådare,betrayers,loyalty,vice
opatriotisk,unpatriotic,loyalty,vice
svikit,betrayed,loyalty,vice
svikit,betrayed,loyalty,vice
förräderi,treachery,loyalty,vice
förräderi,treachery,loyalty,vice
fiender,enemies,loyalty,vice
backstabber,backstabber,loyalty,vice
backstabbed,backstabbed,loyalty,vice
kättare,heretic,loyalty,vice
kättare,heretic,loyalty,vice
kättare,heretic,loyalty,vice
fiende,enemy,loyalty,vice
förråder,betrays,loyalty,vice
förråder,betrays,loyalty,vice
desertör,deserter,loyalty,vice
otrogna,infidels,loyalty,vice
otrogen,infidel,loyalty,vice
backstab,backstab,loyalty,vice
övergivande,deserting,loyalty,vice
avfälling,apostate,loyalty,vice
avfälling,apostate,loyalty,vice
avfälling,apostate,loyalty,vice
kätteri,heresy,loyalty,vice
kätteri,heresy,loyalty,vice
kätteri,heresy,loyalty,vice
ryggstöd,backstabbers,loyalty,vice
kättare,heretics,loyalty,vice
kättare,heretics,loyalty,vice
kättare,heretics,loyalty,vice
otrogen,unfaithful,loyalty,vice
uppror,rebellion,loyalty,vice
uppror,rebellion,loyalty,vice
övergivenhet,desertion,loyalty,vice
deserter,deserters,loyalty,vice
frånfallna,apostates,loyalty,vice
frånfallna,apostates,loyalty,vice
frånfallna,apostates,loyalty,vice
otrohet,unfaithfulness,loyalty,vice
hugga i ryggen,backstabbing,loyalty,vice
rebell,rebel,loyalty,vice
rebell,rebel,loyalty,vice
förrädisk,treacherous,loyalty,vice
förrädisk,treacherous,loyalty,vice
backstabs,backstabs,loyalty,vice
kätterier,heresies,loyalty,vice
kätterier,heresies,loyalty,vice
kätterier,heresies,loyalty,vice
utomstående,outsider,loyalty,vice
utgrupp,outgroup,loyalty,vice
rebeller,rebels,loyalty,vice
rebeller,rebels,loyalty,vice
otrohet,infidelity,loyalty,vice
utgrupper,outgroups,loyalty,vice
uppror,rebellions,loyalty,vice
uppror,rebellions,loyalty,vice
utomstående,outsiders,loyalty,vice
respekt,respect,authority,virtue
lyda,obey,authority,virtue
auktoritet,authority,authority,virtue
lydde,obeyed,authority,virtue
aktning,deference,authority,virtue
vördnad,reverence,authority,virtue
respekterar,respecting,authority,virtue
lydnad,obeying,authority,virtue
tradition,tradition,authority,virtue
ansluta sig,adhere,authority,virtue
lyder,obeys,authority,virtue
vörda,revere,authority,virtue
styra,govern,authority,virtue
följa,comply,authority,virtue
respektfull,respectful,authority,virtue
ära,honor,authority,virtue
följde,adhered,authority,virtue
trohet,allegiance,authority,virtue
trohet,allegiance,authority,virtue
dikterar,dictates,authority,virtue
adel,nobility,authority,virtue
adel,nobility,authority,virtue
förbjuda,forbid,authority,virtue
herravälde,dominion,authority,virtue
styrs,governed,authority,virtue
lydig,obedient,authority,virtue
vördas,reveres,authority,virtue
vidhäftande,adhering,authority,virtue
styr,governs,authority,virtue
styrande,governing,authority,virtue
förtrycka,oppress,authority,virtue
förtrycka,oppress,authority,virtue
respekteras,respected,authority,virtue
med respekt,respectfully,authority,virtue
hedrande,honorable,authority,virtue
diktera,dictate,authority,virtue
bud,commandments,authority,virtue
budord,commandment,authority,virtue
vörda,venerate,authority,virtue
artighet,politeness,authority,virtue
respekterar,respects,authority,virtue
lydnad,obedience,authority,virtue
förbjuder,forbids,authority,virtue
lov,permission,authority,virtue
vördnad,veneration,authority,virtue
hierarki,hierarchy,authority,virtue
förbjöd,forbade,authority,virtue
hedrande,honoring,authority,virtue
rätt,proper,authority,virtue
vördade,venerated,authority,virtue
resning,stature,authority,virtue
samtycka,acquiesce,authority,virtue
efterlevnad,adherence,authority,virtue
uppskattande,deferential,authority,virtue
ledarskap,leadership,authority,virtue
straffa,punish,authority,virtue
förbjuder,forbidding,authority,virtue
vördad,revered,authority,virtue
patriarker,patriarchs,authority,virtue
dekret,decree,authority,virtue
tvinga,coerce,authority,virtue
herravälden,dominions,authority,virtue
diktera,dictating,authority,virtue
vördas,venerating,authority,virtue
vördas,venerates,authority,virtue
institution,institution,authority,virtue
monarkisk,monarchical,authority,virtue
tjänare,servant,authority,virtue
förordningar,decrees,authority,virtue
tillåta,permit,authority,virtue
övervaka,supervise,authority,virtue
plikt,duty,authority,virtue
efterlevnad,compliance,authority,virtue
lionize,lionize,authority,virtue
övervakning,supervision,authority,virtue
plikter,duties,authority,virtue
dikterat,dictated,authority,virtue
äldste,elders,authority,virtue
kejsare,emperors,authority,virtue
kommandon,commands,authority,virtue
övertygad,acquiesced,authority,virtue
kejsare,emperor,authority,virtue
följer,adheres,authority,virtue
tjänare,servants,authority,virtue
föreskrifter,regulations,authority,virtue
förbund,covenant,authority,virtue
hierarkisk,hierarchical,authority,virtue
underlydande,subordinate,authority,virtue
polisarbete,policing,authority,virtue
beslut,decreeing,authority,virtue
medger,acquiesces,authority,virtue
bemyndigande,authorizing,authority,virtue
adeln,nobles,authority,virtue
adeln,nobles,authority,virtue
tillstånd,permits,authority,virtue
matriarkal,matriarchal,authority,virtue
auktoriserar,authorizes,authority,virtue
kontrollera,control,authority,virtue
kommando,command,authority,virtue
underordnande,subordinating,authority,virtue
hierarkier,hierarchies,authority,virtue
vördnadsfull,reverential,authority,virtue
uppriktigt,deferentially,authority,virtue
straffar,punishes,authority,virtue
patriark,patriarch,authority,virtue
imperier,empires,authority,virtue
hedrad,honored,authority,virtue
lojal,allegiant,authority,virtue
lojal,allegiant,authority,virtue
skydda,protect,authority,virtue
skydda,protect,authority,virtue
traditionell,traditional,authority,virtue
underordning,subordination,authority,virtue
straffad,punished,authority,virtue
ädel,noble,authority,virtue
ädel,noble,authority,virtue
ordning,order,authority,virtue
dyrkan,worship,authority,virtue
dyrkan,worship,authority,virtue
monarker,monarchs,authority,virtue
styrande,ruling,authority,virtue
myndigheterna,authorities,authority,virtue
styrning,guiding,authority,virtue
presidenter,presidents,authority,virtue
slaviskt,slavishly,authority,virtue
patriarkat,patriarchy,authority,virtue
underordnade,subordinates,authority,virtue
skydd,protection,authority,virtue
skydd,protection,authority,virtue
arbetsledare,supervisers,authority,virtue
fäder,fathers,authority,virtue
institutioner,institutions,authority,virtue
tvång,coercion,authority,virtue
guvernörer,governors,authority,virtue
befallde,commanded,authority,virtue
polis,police,authority,virtue
godkänna,authorize,authority,virtue
bullys,bullys,authority,virtue
översittare,bully,authority,virtue
översittare,bully,authority,virtue
skyddande,protecting,authority,virtue
skyddande,protecting,authority,virtue
övertygande,acquiescing,authority,virtue
imperium,empire,authority,virtue
mentor,mentor,authority,virtue
chefer,chiefs,authority,virtue
monarkier,monarchies,authority,virtue
högsta betyg,honors,authority,virtue
eftergiven,acquiescent,authority,virtue
troskap,allegiances,authority,virtue
troskap,allegiances,authority,virtue
böjer sig,bowing,authority,virtue
oligarki,oligarchy,authority,virtue
villig,willing,authority,virtue
artig,polite,authority,virtue
övervakning,supervising,authority,virtue
överensstämmande,compliantly,authority,virtue
biskopar,bishops,authority,virtue
monark,monarch,authority,virtue
slavar,slaves,authority,virtue
förrädare,traitors,authority,virtue
förrädare,traitors,authority,virtue
straff,punishments,authority,virtue
auktoriserad,authorized,authority,virtue
beskyddare,protector,authority,virtue
beskyddare,protector,authority,virtue
kompatibla,compliant,authority,virtue
lydig,dutiful,authority,virtue
far,father,authority,virtue
bestraffning,punishment,authority,virtue
tvingar,coerces,authority,virtue
monarki,monarchy,authority,virtue
lydigt,obediently,authority,virtue
äldre,elder,authority,virtue
oligarkier,oligarchies,authority,virtue
diktatorer,dictators,authority,virtue
ledare,leaders,authority,virtue
biskop,bishop,authority,virtue
dyrkar,worships,authority,virtue
dyrkar,worships,authority,virtue
tvingar,coercing,authority,virtue
skydd,protectors,authority,virtue
diktator,dictator,authority,virtue
skyddad,protected,authority,virtue
skyddad,protected,authority,virtue
straffande,punishing,authority,virtue
förrädare,traitor,authority,virtue
förrädare,traitor,authority,virtue
befallande,commanding,authority,virtue
tvingas,coerced,authority,virtue
befälhavare,commanders,authority,virtue
påve,pope,authority,virtue
påve,pope,authority,virtue
straff-,punitive,authority,virtue
underjordiska,underlings,authority,virtue
bemästra,master,authority,virtue
underordnade,subordinated,authority,virtue
president,president,authority,virtue
matriarkat,matriarchy,authority,virtue
lejoniserande,lionizing,authority,virtue
slav,slave,authority,virtue
chef,chief,authority,virtue
förbund,covenants,authority,virtue
befälhavare,commander,authority,virtue
matriark,matriarch,authority,virtue
auktoriserare,authorizer,authority,virtue
guide,guide,authority,virtue
beordrade,ordered,authority,virtue
övervakas,supervised,authority,virtue
kaptener,captains,authority,virtue
bestraffare,punisher,authority,virtue
övervakar,supervises,authority,virtue
bossing,bossing,authority,virtue
kommendant,commandant,authority,virtue
guvernör,governor,authority,virtue
skyddar,protects,authority,virtue
skyddar,protects,authority,virtue
amiral,admiral,authority,virtue
böjd,bowed,authority,virtue
böjd,bowed,authority,virtue
dominera,dominate,authority,virtue
gripa,arrest,authority,virtue
mentorerad,mentored,authority,virtue
beställning,ordering,authority,virtue
skicka in,submit,authority,virtue
institutionell,institutional,authority,virtue
lejoniserar,lionizes,authority,virtue
ranking,ranking,authority,virtue
chef,boss,authority,virtue
kapten,captain,authority,virtue
mentorer,mentors,authority,virtue
mobbar,bullies,authority,virtue
mobbar,bullies,authority,virtue
dominerande,dominant,authority,virtue
arresterad,arrested,authority,virtue
bossad,bossed,authority,virtue
ledare,leader,authority,virtue
rang,rank,authority,virtue
fängslande,arresting,authority,virtue
hövding,chieftain,authority,virtue
regler,regulation,authority,virtue
övervakare,superviser,authority,virtue
dekanus,dean,authority,virtue
arresteringar,arrests,authority,virtue
straffare,punishers,authority,virtue
mobbad,bullied,authority,virtue
mobbad,bullied,authority,virtue
matriarker,matriarchs,authority,virtue
kontrollerande,controlling,authority,virtue
chef,managerial,authority,virtue
chefer,bosses,authority,virtue
rankas,ranks,authority,virtue
kontroller,controls,authority,virtue
diktering,dictation,authority,virtue
guider,guides,authority,virtue
oligarker,oligarchs,authority,virtue
rektorer,principals,authority,virtue
amiraler,admirals,authority,virtue
kast,caste,authority,virtue
kapten,captaining,authority,virtue
drottning,queen,authority,virtue
mentorskap,mentoring,authority,virtue
äldre,elderly,authority,virtue
kastar,castes,authority,virtue
guvernant,governess,authority,virtue
kapten,captained,authority,virtue
rektor,principal,authority,virtue
mobbning,bullying,authority,virtue
mobbning,bullying,authority,virtue
underkastelse,submission,authority,virtue
dominerade,dominated,authority,virtue
drottningar,queens,authority,virtue
underling,underling,authority,virtue
fader,fathered,authority,virtue
dominerar,dominates,authority,virtue
dominerande,dominating,authority,virtue
president-,presidential,authority,virtue
oligark,oligarch,authority,virtue
kontrollerade,controlled,authority,virtue
lämnar in,submits,authority,virtue
lämnar in,submitting,authority,virtue
befallande,commandingly,authority,virtue
slavar,slaving,authority,virtue
fader,fathering,authority,virtue
slavad,slaved,authority,virtue
chefer,managers,authority,virtue
förbjudande,forbiddingly,authority,virtue
styrenheter,controllers,authority,virtue
lämnats,submitted,authority,virtue
ledare,ringleaders,authority,virtue
huvudledare,ringleader,authority,virtue
kontroller,controller,authority,virtue
rankad,ranked,authority,virtue
chef,manager,authority,virtue
inlagor,submissions,authority,virtue
vd,ceo,authority,virtue
straffande,punishingly,authority,virtue
leverantör,submitter,authority,virtue
inlämnade,submitters,authority,virtue
respektlöshet,disrespect,authority,vice
inte lyda,disobey,authority,vice
olydnad,disobedience,authority,vice
anarki,anarchy,authority,vice
kaos,chaos,authority,vice
omstörtning,subversion,authority,vice
omstörta,subvert,authority,vice
laglöshet,lawlessness,authority,vice
undergravande,subverting,authority,vice
respektlöst,disrespecting,authority,vice
upproriskhet,sedition,authority,vice
förräderi,treason,authority,vice
förräderi,treason,authority,vice
störta,overthrow,authority,vice
uppror,insurrection,authority,vice
uppror,rebellion,authority,vice
uppror,rebellion,authority,vice
överträdelse,transgress,authority,vice
förräderi,treachery,authority,vice
förräderi,treachery,authority,vice
meningsskiljaktighet,dissent,authority,vice
vanära,dishonor,authority,vice
oenighet,dissension,authority,vice
respektlöst,disrespects,authority,vice
dårhus,bedlam,authority,vice
rebellerar,rebelling,authority,vice
vanstyre,misrule,authority,vice
överträdelse,transgression,authority,vice
upproriska,insurrectional,authority,vice
tumult,pandemonium,authority,vice
myteri,mutiny,authority,vice
myterier,mutinies,authority,vice
felaktig övertygelse,misruling,authority,vice
olydig,disobedient,authority,vice
subverted,subverted,authority,vice
överträder,transgresses,authority,vice
överträdde,transgressed,authority,vice
oordning,disarray,authority,vice
felaktig,misruled,authority,vice
upplopp,rioting,authority,vice
laglös,lawless,authority,vice
överträder,transgressing,authority,vice
olaglighet,illegality,authority,vice
störta,overthrowing,authority,vice
vanhedrande,dishonorable,authority,vice
vanära,dishonoring,authority,vice
gjorde uppror,rebelled,authority,vice
uppror,rebellions,authority,vice
uppror,rebellions,authority,vice
upplopp,riot,authority,vice
vanärande,dishonouring,authority,vice
orespekterad,disrespected,authority,vice
tolerans,permissiveness,authority,vice
vägran,refuser,authority,vice
ostyrig,unruly,authority,vice
subverts,subverts,authority,vice
olaglighet,unlawfulness,authority,vice
störtad,overthrown,authority,vice
anarkistisk,anarchistic,authority,vice
vanärningar,dishonours,authority,vice
kravaller,riots,authority,vice
vägra,refuse,authority,vice
kaotisk,chaotic,authority,vice
nonkonformism,nonconformity,authority,vice
oliktänkande,dissenters,authority,vice
uppror,uprising,authority,vice
uppror,insurrections,authority,vice
upploppare,rioters,authority,vice
disordering,disordering,authority,vice
uppstudsig,insubordinate,authority,vice
dödade,mutinied,authority,vice
upprorist,insurrectionist,authority,vice
olaglig,unlawful,authority,vice
nonconformists,nonconformists,authority,vice
kätteri,heresy,authority,vice
kätteri,heresy,authority,vice
kätteri,heresy,authority,vice
uppror,uprisings,authority,vice
vanärningar,dishonors,authority,vice
tumult,tumult,authority,vice
störtade,overthrew,authority,vice
störtar,overthrows,authority,vice
renegat,renegade,authority,vice
oartig,impolite,authority,vice
avledare,renegades,authority,vice
vanära,dishonored,authority,vice
olaglig,illegal,authority,vice
upploppare,rioter,authority,vice
upprorisk,mutinous,authority,vice
förvirrad,disarrayed,authority,vice
frånfallna,apostates,authority,vice
frånfallna,apostates,authority,vice
frånfallna,apostates,authority,vice
dissidenter,dissidents,authority,vice
anarkister,anarchists,authority,vice
oordning,disorder,authority,vice
vägrar,refusers,authority,vice
tolerant,permissive,authority,vice
avfälling,apostate,authority,vice
avfälling,apostate,authority,vice
avfälling,apostate,authority,vice
anarkist,anarchist,authority,vice
förrädisk,treacherous,authority,vice
förrädisk,treacherous,authority,vice
dissident,dissident,authority,vice
oordning,disordered,authority,vice
kättare,heretic,authority,vice
kättare,heretic,authority,vice
kättare,heretic,authority,vice
övermakt,overpower,authority,vice
rebell,rebel,authority,vice
rebell,rebel,authority,vice
kättare,heretics,authority,vice
kättare,heretics,authority,vice
kättare,heretics,authority,vice
obehörig,unauthorized,authority,vice
vägrar,refusing,authority,vice
rebeller,rebels,authority,vice
rebeller,rebels,authority,vice
vägrar,refuses,authority,vice
upplopp,rioted,authority,vice
order,orders,authority,vice
dissenter,dissenter,authority,vice
kaotiskt,chaotically,authority,vice
nonconformist,nonconformist,authority,vice
kätterier,heresies,authority,vice
kätterier,heresies,authority,vice
kätterier,heresies,authority,vice
illegala,illegals,authority,vice
olagligt,unlawfully,authority,vice
kättersk,heretical,authority,vice
kättersk,heretical,authority,vice
meningsskiljaktigheter,dissents,authority,vice
traditioner,traditions,authority,vice
avvikande,dissenting,authority,vice
övermakter,overpowers,authority,vice
vägrade,refused,authority,vice
överväldigande,overpowering,authority,vice
stormande,tumultuous,authority,vice
övermäktig,overpowered,authority,vice
avvikande,dissented,authority,vice
avvikande,nonconforming,authority,vice
helighet,sanctity,sanctity,virtue
helig,sacred,sanctity,virtue
helighet,sacredness,sanctity,virtue
renhet,purity,sanctity,virtue
hälsosam,wholesome,sanctity,virtue
renhet,pureness,sanctity,virtue
hälsosamhet,wholesomeness,sanctity,virtue
helighet,holiness,sanctity,virtue
värdighet,dignity,sanctity,virtue
gudfruktig,godly,sanctity,virtue
fromhet,piety,sanctity,virtue
helga,sanctify,sanctity,virtue
kyskhet,chastity,sanctity,virtue
obefläckad,undefiled,sanctity,virtue
helig,holy,sanctity,virtue
helig,sacrosanct,sanctity,virtue
from,pious,sanctity,virtue
rättfärdighet,righteousness,sanctity,virtue
värdigheter,dignities,sanctity,virtue
helgad,sanctified,sanctity,virtue
gudomlighet,godliness,sanctity,virtue
andlighet,spirituality,sanctity,virtue
kysk,chaste,sanctity,virtue
helgar,sanctifies,sanctity,virtue
rättfärdig,righteous,sanctity,virtue
gudomlig,divine,sanctity,virtue
religiös,religious,sanctity,virtue
biblisk,biblical,sanctity,virtue
andlig,spiritual,sanctity,virtue
gudom,deity,sanctity,virtue
helgande,sanctifying,sanctity,virtue
ädel,noble,sanctity,virtue
ädel,noble,sanctity,virtue
anspråkslöshet,modesty,sanctity,virtue
anständighet,decency,sanctity,virtue
skrifterna,scriptures,sanctity,virtue
adel,nobility,sanctity,virtue
adel,nobility,sanctity,virtue
religion,religion,sanctity,virtue
helga,hallow,sanctity,virtue
själ,soul,sanctity,virtue
helgat,hallowed,sanctity,virtue
deism,deism,sanctity,virtue
ren,pristine,sanctity,virtue
exalterad,exalted,sanctity,virtue
helgande,hallowing,sanctity,virtue
evig,eternal,sanctity,virtue
gudar,deities,sanctity,virtue
tro,faith,sanctity,virtue
oförfalskad,unadulterated,sanctity,virtue
skrift,scripture,sanctity,virtue
hälsosamt,wholesomely,sanctity,virtue
gudomligheter,divinities,sanctity,virtue
dyrkan,worship,sanctity,virtue
dyrkan,worship,sanctity,virtue
jungfru,virgin,sanctity,virtue
gud,god,sanctity,virtue
katolicism,catholicism,sanctity,virtue
saintly,saintly,sanctity,virtue
helighet,saintliness,sanctity,virtue
gudinna,goddess,sanctity,virtue
religiositet,religiosity,sanctity,virtue
rena,purify,sanctity,virtue
koraniska,koranic,sanctity,virtue
ren,pure,sanctity,virtue
upphöja,exalt,sanctity,virtue
oskuld,virginity,sanctity,virtue
gudomlighet,divinity,sanctity,virtue
inviger,consecrates,sanctity,virtue
himmel,heaven,sanctity,virtue
jungfrulig,virginal,sanctity,virtue
from,devout,sanctity,virtue
värdig,dignified,sanctity,virtue
tabernakel,tabernacle,sanctity,virtue
upphöjelser,exalts,sanctity,virtue
buddhaer,buddhas,sanctity,virtue
själar,souls,sanctity,virtue
tempel,temple,sanctity,virtue
obefläckad,unsullied,sanctity,virtue
himmelskt,heavenly,sanctity,virtue
renlighet,cleanliness,sanctity,virtue
avhållsamhet,abstinance,sanctity,virtue
fläckfrihet,spotlessness,sanctity,virtue
talmudisk,talmudic,sanctity,virtue
deists,deists,sanctity,virtue
evangelier,gospels,sanctity,virtue
profeter,prophets,sanctity,virtue
religioner,religions,sanctity,virtue
tempel,temples,sanctity,virtue
buddhist,buddhist,sanctity,virtue
gudinnor,goddesses,sanctity,virtue
helgon,saints,sanctity,virtue
uthållighet,temperance,sanctity,virtue
celibat,celibacy,sanctity,virtue
invigd,consecrated,sanctity,virtue
prästerlig,priestly,sanctity,virtue
välsigna,bless,sanctity,virtue
äktenskap,marriage,sanctity,virtue
profet,prophet,sanctity,virtue
upphöjande,exalting,sanctity,virtue
unchaste,unchaste,sanctity,virtue
övernaturlig,supernatural,sanctity,virtue
evigt,eternally,sanctity,virtue
rening,purification,sanctity,virtue
apostlar,apostles,sanctity,virtue
kloster-,monastic,sanctity,virtue
renad,purified,sanctity,virtue
gemenskap,communion,sanctity,virtue
gemenskap,communion,sanctity,virtue
gudar,gods,sanctity,virtue
ogift,celibate,sanctity,virtue
kristna,christians,sanctity,virtue
teologisk,theological,sanctity,virtue
kloster,monasticism,sanctity,virtue
ofördärvad,unspoiled,sanctity,virtue
sterilitet,sterility,sanctity,virtue
kristen,christian,sanctity,virtue
buddha,buddha,sanctity,virtue
deist,deist,sanctity,virtue
profetisk,prophetic,sanctity,virtue
helgon,saint,sanctity,virtue
rättvist,righteously,sanctity,virtue
apostel,apostle,sanctity,virtue
bön,prayer,sanctity,virtue
tro,faiths,sanctity,virtue
helgedom,shrine,sanctity,virtue
renande,purifying,sanctity,virtue
dyrkar,worships,sanctity,virtue
dyrkar,worships,sanctity,virtue
jungfrur,virgins,sanctity,virtue
härlig,glorious,sanctity,virtue
värdigt,dignifies,sanctity,virtue
försoning,atonement,sanctity,virtue
förgudning,deification,sanctity,virtue
ortodoxi,orthodoxy,sanctity,virtue
hallows,hallows,sanctity,virtue
förankring,enshrining,sanctity,virtue
nunnekloster,nunneries,sanctity,virtue
kyrka,church,sanctity,virtue
religiöst,religiously,sanctity,virtue
välsignelser,blessings,sanctity,virtue
helga,consecrate,sanctity,virtue
evangeliet,gospel,sanctity,virtue
be,pray,sanctity,virtue
saliggörande,beatifying,sanctity,virtue
yogis,yogis,sanctity,virtue
teologi,theology,sanctity,virtue
renar,purifies,sanctity,virtue
ortodox,orthodox,sanctity,virtue
orenad,untainted,sanctity,virtue
torah,torah,sanctity,virtue
troget,faithfully,sanctity,virtue
katolik,catholic,sanctity,virtue
himlen,heavens,sanctity,virtue
yogi,yogi,sanctity,virtue
invigande,consecrating,sanctity,virtue
välsignad,blessed,sanctity,virtue
trogen,faithful,sanctity,virtue
koran,koran,sanctity,virtue
nykterhet,abstinence,sanctity,virtue
jesus,jesus,sanctity,virtue
kloster,monastery,sanctity,virtue
renheter,purities,sanctity,virtue
invigning,consecration,sanctity,virtue
katoliker,catholics,sanctity,virtue
böner,prayers,sanctity,virtue
bad,prayed,sanctity,virtue
steril,sterile,sanctity,virtue
välsignar,blesses,sanctity,virtue
förankrad,enshrined,sanctity,virtue
torahs,torahs,sanctity,virtue
organisk,organic,sanctity,virtue
bibeln,bible,sanctity,virtue
ära,glory,sanctity,virtue
allah,allah,sanctity,virtue
härligheter,glories,sanctity,virtue
präster,priests,sanctity,virtue
värdigt,dignifying,sanctity,virtue
förankra,enshrine,sanctity,virtue
moskéer,mosques,sanctity,virtue
fläckfritt,spotlessly,sanctity,virtue
pryd,prude,sanctity,virtue
högvördig,reverend,sanctity,virtue
själslig,soulful,sanctity,virtue
avguda,deify,sanctity,virtue
kristus,christ,sanctity,virtue
katedraler,cathedrals,sanctity,virtue
kyrkor,churches,sanctity,virtue
katedral,cathedral,sanctity,virtue
hedra,dignify,sanctity,virtue
kloster,monasteries,sanctity,virtue
rå,raw,sanctity,virtue
förankrar,enshrines,sanctity,virtue
förfining,refinement,sanctity,virtue
nunnor,nuns,sanctity,virtue
munkar,monks,sanctity,virtue
härligt,gloriously,sanctity,virtue
allsmäktig,almighty,sanctity,virtue
marring,marring,sanctity,virtue
ångra,repent,sanctity,virtue
ber,prays,sanctity,virtue
rena,clean,sanctity,virtue
ortodoxier,orthodoxies,sanctity,virtue
förintar,exterminates,sanctity,virtue
rabbiner,rabbis,sanctity,virtue
skinande rent,spotless,sanctity,virtue
biblar,bibles,sanctity,virtue
moskén,mosque,sanctity,virtue
obefläckad,immaculate,sanctity,virtue
organiska ämnen,organics,sanctity,virtue
renare,purifier,sanctity,virtue
livsmedel,foods,sanctity,virtue
herre,lord,sanctity,virtue
bön-,praying,sanctity,virtue
ångra sig,repenting,sanctity,virtue
gifta sig,marry,sanctity,virtue
upphöjande,elevating,sanctity,virtue
gifta sig,marrying,sanctity,virtue
obefläckat,immaculately,sanctity,virtue
rabbin,rabbi,sanctity,virtue
nunnekloster,nunnery,sanctity,virtue
präst,priest,sanctity,virtue
mat,food,sanctity,virtue
blodighet,bloodiness,sanctity,virtue
gifter sig,marries,sanctity,virtue
synagogor,synagogues,sanctity,virtue
synagoga,synagogue,sanctity,virtue
raffinerad,refined,sanctity,virtue
omvänder sig,repents,sanctity,virtue
ängel,angel,sanctity,virtue
välsignelse,blessing,sanctity,virtue
munk,monk,sanctity,virtue
rabbinska,rabbinical,sanctity,virtue
organiskt,organically,sanctity,virtue
påve,pope,sanctity,virtue
påve,pope,sanctity,virtue
nunna,nun,sanctity,virtue
adeln,nobles,sanctity,virtue
adeln,nobles,sanctity,virtue
profetiskt,prophetically,sanctity,virtue
blod,blood,sanctity,virtue
ångrade sig,repented,sanctity,virtue
pastor,pastor,sanctity,virtue
renare,purifiers,sanctity,virtue
herrar,lords,sanctity,virtue
blodig,bloody,sanctity,virtue
oberörd,untouched,sanctity,virtue
rengöring,cleaning,sanctity,virtue
förintar,exterminating,sanctity,virtue
utrotad,exterminated,sanctity,virtue
imam,imam,sanctity,virtue
rengöringsmedel,cleaners,sanctity,virtue
gift,married,sanctity,virtue
saliggörelse,beatification,sanctity,virtue
beatify,beatify,sanctity,virtue
utrotning,extermination,sanctity,virtue
utrota,exterminate,sanctity,virtue
rengöringsmedel,cleaner,sanctity,virtue
kropp,body,sanctity,virtue
immun,immune,sanctity,virtue
försoning,atoning,sanctity,virtue
imams,imams,sanctity,virtue
rengöras,cleaned,sanctity,virtue
på en gång,atones,sanctity,virtue
mary,mary,sanctity,virtue
förädlar,refines,sanctity,virtue
rengör,cleans,sanctity,virtue
sona,atone,sanctity,virtue
immuniteter,immunities,sanctity,virtue
immunitet,immunity,sanctity,virtue
rostfri,stainless,sanctity,virtue
raffinering,refining,sanctity,virtue
förfina,refine,sanctity,virtue
försonad,atoned,sanctity,virtue
utrotare,exterminator,sanctity,virtue
förintare,exterminators,sanctity,virtue
förorening,impurity,sanctity,vice
degradering,degradation,sanctity,vice
sedefördärv,depravity,sanctity,vice
vanhelga,desecrate,sanctity,vice
vanhelgande,desecration,sanctity,vice
motbjudande,repulsiveness,sanctity,vice
förnedrande,degrading,sanctity,vice
förfall,decay,sanctity,vice
smuts,filth,sanctity,vice
fördärv,depravities,sanctity,vice
